img,description
00408_00.jpg,The dress is a red sweater with cut-out arm details and plaid pants.
00409_00.jpg,"The dress is a long-sleeved, orange-red top with a V-neckline and a fitted silhouette."
00410_00.jpg,"The dress is a black and white zigzag patterned top with long sleeves and a high neck, paired with tan high-waisted pants."
00411_00.jpg,"The dress is a coral-colored Polo T-shirt with blue text and light blue trim on the collar, paired with blue jeans and a black belt."
00412_00.jpg,The dress is a silver sequined hal top with purple accents and black pants.
00413_00.jpg,The dress is a white pol dot camisole top with thin straps and a V-neckline.
00414_00.jpg,"The dress is a sleeveless, white top with a gathered neckline and a fitted silhouette."
00415_00.jpg,The dress is a black long-sleeved top with a FILA logo and white pants.
00416_00.jpg,"The dress is a long-sleeved, navy blue top with a crew neckline and a pair of matching navy blue pants with vertical stripes."
00417_00.jpg,The dress is an olive green short-sleeved top paired with black plaid pants.
00418_00.jpg,"The dress is a black, buttoned blouse with a V-neckline and three-quarter sleeves, paired with black pants."
00419_00.jpg,"The dress is a black t-shirt with colorful floral embroidery on the front and the text ""LEVI STRAUSS & Co."" in yellow."
00420_00.jpg,"The dress is a navy blue, short-sleeved, mock-neck top paired with black pinstripe pants."
00421_00.jpg,The dress is a blue V-neck T-shirt paired with white pinstripe pants.
00423_00.jpg,"The dress is a black and white tie-dye patterned top with ruffled sleeves and a front knot, paired with white jeans."
00424_00.jpg,The dress is a white sleeveless top with a scoop neckline and a black wristwatch on her left wrist.
00425_00.jpg,The dress is a black and red long-sleeved top with white stripes on the sleeves and black pants with silver zippers.
00426_00.jpg,The dress is a navy blue Tommy Hilfiger V-neck T-shirt paired with light blue jeans.
00427_00.jpg,"The dress is a black long-sleeved top with lace details at the neckline and bottom hem, paired with matching pants."
00429_00.jpg,"The dress is a black long-sleeved top with a small red logo on the left chest area, paired with orange corduroy pants."
00431_00.jpg,"The dress is a light pink blouse with lace detailing on the collar and short sleeves, paired with blue jeans."
00432_00.jpg,"""A black long-sleeved top with yellow floral patterns and brown pants."""
00433_00.jpg,"The dress is a white T-shirt with a floral design and text on it, paired with blue jeans."
00434_00.jpg,"The dress is a black T-shirt featuring a wolf graphic on the front, paired with light blue jeans."
00435_00.jpg,The dress is a black Polo Ralph Lauren T-shirt paired with red sweatpants featuring the Polo Ralph Lauren logo.
00436_00.jpg,"The dress is a black, long-sleeved, sequined turtleneck top paired with black leather pants."
00437_00.jpg,"The dress is a white cropped t-shirt with a FILA logo in red,, blue, and black colors, paired with bright red pants featuring button fly closure."
00438_00.jpg,"""A sleeveless blouse with a high neck and red polka dots, paired with light pink trousers."""
00439_00.jpg,The dress is a yellow ribbed short-sleeved top paired with high-waisted blue jeans.
00441_00.jpg,"The dress is a long-sleeved, black, textured knit top with a round neckline and black leather pants."
00442_00.jpg,The dress is a black blouse with lace trim and a blue patterned pencil skirt.
00443_00.jpg,"The dress is a sleeveless top with a leopard print pattern in black and yellow colors, paired with black denim jeans."
00444_00.jpg,"The dress is a black, short-sleeved top with a fitted bodice and a slightly flared skirt."
00445_00.jpg,"The dress is a red and black sheer top with a geometric pattern, paired with matching pants featuring blue lightning designs."
00446_00.jpg,"The dress is a white T-shirt with ""MAMACITA"" and a green and brown striped design on the front, paired with leopard print pants."
00447_00.jpg,"""A black dress with a deep V-neckline, long sleeves, and a satin skirt."""
00449_00.jpg,The dress is a black Levi's T-shirt with a red logo on the chest.
00450_00.jpg,The dress is a black and white leopard print sleeveless top paired with red leather pants featuring a front bow tie.
00451_00.jpg,The dress is a maroon satin spaghetti top paired with a black glitter skirt featuring a silver zipper detail on one side.
00452_00.jpg,"The dress is a long-sleeved, light gray top with a V-neckline and a draped front, paired with dark gray pants."
00453_00.jpg,"The dress is a sleeveless, light pink tank top with the word ""EMPOWER"" embroidered in coral on the front."
00454_00.jpg,The dress is a white t-shirt with a crocodile logo and red sweatpants.
00455_00.jpg,"The dress is a red, long-sleeved top with a leopard print pattern and black flared pants."
00456_00.jpg,"The dress is a white T-shirt with colorful text reading ""love equals love"" and blue jeans with button fly."
00457_00.jpg,"""The dress is a black, long-sleeved top with a high neckline and intricate black embroidery, paired with a fitted black skirt."""
00459_00.jpg,"The dress is a pastel pink T-shirt featuring a black and white mountain landscape print and the words ""NATURE"" and ""NATURE"" in black text."
00461_00.jpg,The dress is a purple Nike sports bra with neon green accents and white pants.
00464_00.jpg,"The dress is a black sleeveless top adorned with silver sequins, paired with black leather pants."
00465_00.jpg,The dress is a black long-sleeved top paired with a blue denim skirt featuring button details on the front.
00467_00.jpg,The dress is a floral print top with black pants featuring a tie waist.
00469_00.jpg,The dress is a black blouse with colorful floral embroidery and white pants.
00471_00.jpg,"The dress is a mustard yellow long-sleeved top with a white leaf pattern, paired with dark gray jeans."
00472_00.jpg,The dress is a white sleeveless top and blue jeans.
00473_00.jpg,"The dress is a sleeveless, sequined top with a high neckline and black pants."
00476_00.jpg,The dress is a black ribbed tank top with silver buttons and a green mini skirt.
00477_00.jpg,The dress is a black lace top with sheer sleeves and light blue jeans.
00478_00.jpg,"The dress is a white T-shirt with yellow stitching on the collar and hemline, paired with light blue jeans."
00479_00.jpg,The dress is a black sleeveless top paired with white high-waisted trousers.
00480_00.jpg,"The dress is a sleeveless, white blouse with small pol dots and a V-neckline."
00481_00.jpg,"""Black and white striped long-sleeved top."""
00483_00.jpg,"The dress is a vibrant orange sleeveless top with a draped neckline and a fitted silhouette, paired with high-waisted pastel pink pants."
00485_00.jpg,The dress is a black patterned crop top paired with white cargo pants.
00486_00.jpg,"The dress is a navy blue, short-sleeved t-shirt with a round neckline and a relaxed fit."
00488_00.jpg,The dress is a navy blue long-sleeved top with a side slit and fitted at the waist.
00489_00.jpg,The dress is a black and green camouflage print t-shirt paired with a mustard yellow faux leather mini skirt.
00490_00.jpg,"The dress is a black sleeveless top with a gathered neckline and fitted sleeves, paired with light blue jeans."
00491_00.jpg,The dress is a leopard print short-sleeved top worn over blue jeans.
00492_00.jpg,"The dress is a sleeveless, pink ribbed top with lace detailing at the neckline and shoulders."
00493_00.jpg,The dress is a navy blue top with a patterned design and pleated navy blue skirt.
00495_00.jpg,"""A black ribbed knit top paired with a black skirt."""
00497_00.jpg,"The dress is a black long-sleeved top with a square neckline and fitted fit, paired with gray plaid pants."
00498_00.jpg,"The dress is a white t-shirt with an embroidered Eiffel Tower and heart design on the left chest, paired with black plaid pants."
00500_00.jpg,"The dress is a yellow long-sleeved blouse with colorful abstract patterns, paired with black high-waisted jeans."
00501_00.jpg,"The dress is a light blue, short-sleeved top with a round neckline and a slightly flared hemline."
00505_00.jpg,The dress is a yellow Polo Sport Ralph Lauren T-shirt paired with black track pants featuring yellow stripes on the sides.
00506_00.jpg,"The dress is a long-sleeved, mustard-colored top paired with a black pencil skirt."
00507_00.jpg,"The dress is a black oversized T-shirt featuring a graphic of a microphone and text that reads ""PRIVATE EVENT LONDON 7:50 PM | MCH 9 | 8:00 PM."""
00508_00.jpg,"The dress is a green blouse with a blue and white floral pattern, paired with white pants."
00510_00.jpg,The dress is a black long-sleeved top paired with a denim skirt.
00511_00.jpg,The dress is a black long-sleeved top with a round neckline and a small white logo on the left side of the chest.
00512_00.jpg,The dress is a black and green plaid long-sleeved top paired with blue jeans.
00513_00.jpg,The dress is a white t-shirt with a gold glittery rectangular logo on the chest and black jeans.
00514_00.jpg,"The dress is a long-sleeved, black and white Vans logo shirt paired with light blue jeans."
00515_00.jpg,"The dress is a black T-shirt with colorful tropical leaf patterns and a white text ""Endless summer"" on the left side of the chest."
00517_00.jpg,"The dress is a black, sleeveless top with a textured pattern and high-waisted black jeans."
00519_00.jpg,The dress is a black sleeveless top with a V-neckline and tan high-waisted pants with a tie at the waist.
00522_00.jpg,"The dress is a black blouse with ruched details and long sleeves, paired with high-waisted black jeans."
00523_00.jpg,The dress is a navy blue long-sleeved top with a square neckline and pink jeans.
00524_00.jpg,The dress is a white Calvin Klein T-shirt with colorful text and black pants with red stripes on the sides.
00526_00.jpg,The dress is a black sleeveless top with lace trim and a fitted gray skirt with pockets.
00527_00.jpg,The dress is a white polo shirt with short sleeves and three buttons on the chest.
00528_00.jpg,"The dress is a mustard yellow long-sleeved top with a snake print pattern and a black Nike logo on the chest, paired with white pants."
00529_00.jpg,"The dress is a bright yellow T-shirt with a rainbow triangle logo and white stripes on the sleeves, paired with matching shorts."
00530_00.jpg,"A white long-sleeved T-shirt with a red Calvin Klein logo on the chest, paired with a blue denim skirt."
00531_00.jpg,The North Face white t-shirt with black logo and black jeans.
00532_00.jpg,The dress is a light gray tank top with blue trim and black pants.
00533_00.jpg,"The dress is a white T-shirt with a gingerbread man embroidered on the left chest pocket, paired with white pants."
00534_00.jpg,The dress is a white sleeveless top with eyelet details and distressed jeans.
00535_00.jpg,The dress is a white long-sleeved turtleneck top with a small logo on the left chest and white high-waisted jeans.
00537_00.jpg,The dress is a sleeveless navy blue henley top with buttons down the front and blue jeans.
00538_00.jpg,"""A black lace long-sleeved top paired with olive green pants."""
00539_00.jpg,The dress is a teal long-sleeved top with a small logo on the left chest and mustard yellow high-waisted jeans.
00540_00.jpg,"The dress is a red Christmas-themed T-shirt featuring a reindeer design with snowflakes and ornaments, paired with light blue jeans."
00541_00.jpg,"The dress is a long-sleeved, white top with a light blue panel on the front and black pants."
00542_00.jpg,The dress is a black long-sleeved top with a Levi's logo and a brown faux leather mini skirt.
00543_00.jpg,The dress is a black long-sleeved top with a square neckline and an orange skirt with a bow at the waist.
00544_00.jpg,"The dress is a navy blue Lacoste t-shirt with a V-neck and short sleeves, paired with blue jeans."
00545_00.jpg,"""A woman wearing a long-sleeved, off-the-shoulder sweater in light gray and a navy blue skirt."""
00546_00.jpg,The dress is a black long-sleeved top with a V-neckline and fitted sleeves.
00547_00.jpg,The dress is a black spaghetti top paired with colorful tropical print pants.
00548_00.jpg,The dress is a black sleeveless top with a front slit and mustard-colored high-waisted pants.
00549_00.jpg,The dress is a green long-sleeved top paired with beige pants.
00550_00.jpg,The dress is a white sleeveless top with lace trim and navy blue pants with a brown belt.
00551_00.jpg,"The dress is a black sleeveless top with lace details on the shoulders and a high collar, paired with high-waisted gray jeans."
00552_00.jpg,"The dress is a white, short-sleeved t-shirt with a subtle ribbed texture and a crew neckline."
00553_00.jpg,The dress is a white t-shirt with a black graphic design on the front and cream-colored pants.
00554_00.jpg,The dress is a white long-sleeved top with a boat neckline and button details on the cuffs.
00555_00.jpg,The dress is a black sleeveless top with silver buttons and an orange skirt with a slit.
00556_00.jpg,"The dress is a black, short-sleeved t-shirt with a round neckline and a fitted fit."
00557_00.jpg,"The dress is a white, sleeveless top with lace details and black jeans."
00558_00.jpg,The dress is a teal blue long-sleeved top paired with white pants and a belt.
00559_00.jpg,"The dress is a black long-sleeved top with sheer mesh sleeves and a black turtleneck, paired with high-waisted blue jeans."
00560_00.jpg,"The dress is a floral-patterned, long-sleeved top with a high neckline and black pants."
00561_00.jpg,"The dress is a long-sleeved, grey Superdry top with a colorful logo and a black skirt."
00562_00.jpg,"The dress is a blue long-sleeved t-shirt with a small red logo on the left chest area, paired with light blue jeans."
00564_00.jpg,The dress is a black hal-neck hal-one-shoulder top paired with olive-green cargo pants featuring silver ring details on the waistband and pockets.
00565_00.jpg,"The dress is a short-sleeved, ribbed, rust-colored top with a V-neckline and a keyhole front, paired with high-waisted white jeans."
00567_00.jpg,"""A black sleeveless top with a red floral skirt."""
00569_00.jpg,"The dress is a sleeveless, dark blue top with a scoop neckline and black pants."
00570_00.jpg,"The dress is a loose-fitting black top with short sleeves and a boat neckline, paired with light blue jeans."
00571_00.jpg,The dress is a maroon long-sleeved top with button details on the cuffs and a boat neckline.
00572_00.jpg,The dress is a green tank top with yellow trim and black leggings.
00573_00.jpg,The dress is a white T-shirt with a small embroidered design on the left side and high-waisted blue jeans.
00574_00.jpg,"""The dress is a black and white pleated dress with a V-neckline."""
00575_00.jpg,"""The dress is a deep red color with a pol collar and long sleeves featuring sheer mesh with red pol dots."""
00576_00.jpg,"The dress is a long-sleeved, navy blue blouse with a subtle white polka dot pattern and a V-neckline, paired with white pants."
00577_00.jpg,"The dress is a sleeveless, ribbed, beige top with a black belt and dark blue jeans."
00578_00.jpg,The dress is a mustard yellow sleeveless top with a V-neckline and high-waisted brown plaid pants.
00580_00.jpg,"The dress is a white t-shirt with an embroidered pretzel design and text on the left side, paired with mustard yellow shorts."
00581_00.jpg,The dress is a white sleeveless crop top paired with black leggings featuring mesh panels.
00582_00.jpg,The dress is a teal-colored jumpsuit with a leopard print pattern and sheer sleeves.
00584_00.jpg,"The dress is a black short-sleeved top with ruffled sleeves and a keyhole neckline, paired with light blue jeans."
00585_00.jpg,"The dress is a pastel pink, long-sleeved, ribbed sweater with a mock neck and cropped fit."
00586_00.jpg,"The dress is a white, ruffled, short-sleeved blouse with a boat neckline and black pants."
00587_00.jpg,The dress is a white T-shirt with a graphic of a globe and text in pink and black.
00588_00.jpg,The dress is a white T-shirt with a graphic of a globe and text in pink and black.
00589_00.jpg,"The dress is a black floral print top with ruffled sleeves and a V-neckline, paired with light blue jeans."
00590_00.jpg,The dress is a bright red long-sleeved turtleneck top paired with light blue jeans.
00591_00.jpg,"The dress is a dark gray t-shirt with a floral design and text on the front, paired with white shorts."
00593_00.jpg,The dress is black with white stitching and features front pockets.
00594_00.jpg,"""The dress is a long, blue patterned garment with a fitted bodice and flowing skirt."""
00595_00.jpg,The dress is a vibrant pink long-sleeved top with black buttons and light pink pants.
00596_00.jpg,The dress is a mustard yellow ribbed knit top with white trim and white high-waisted jeans.
00597_00.jpg,"The dress is a long-sleeved navy blue polo shirt with a small red, white, and blue flag logo on the left chest area."
00598_00.jpg,The dress is a black T-shirt paired with brown and black striped pants.
00601_00.jpg,"""Dark blue velvet blouse with gathered neckline and long sleeves."""
00602_00.jpg,The dress is a tan-colored long-sleeved turtleneck top paired with white pants.
00603_00.jpg,"The dress is a grey, short-sleeved top with a round neckline and black, shiny pants with drawstrings at the waist."
00604_00.jpg,The dress is a black turtleneck top paired with brown pleated pants.
00605_00.jpg,"The dress is a sleeveless, white knit top with a patterned skirt featuring a floral design in green and white."
00606_00.jpg,The dress is a black ribbed long-sleeved top with lace details and plaid pants.
00607_00.jpg,"The dress is a long-sleeved, olive-green turtleneck top with blue jeans."
00608_00.jpg,The dress is a black sleeveless top and matching shorts from Under Armour.
00610_00.jpg,The dress is a yellow sleeveless top with a layered design and beige shorts.
00612_00.jpg,"""A sleeveless blouse with a light blue base and red polka dots, featuring a round neckline and a fitted waist."""
00613_00.jpg,"The dress is a long-sleeved, orange-brown top with a boat neckline and three-quarter sleeves."
00614_00.jpg,The dress is a black sleeveless top paired with white high-waisted trousers.
00616_00.jpg,"The dress is a black, long-sleeved blouse with a V-neckline and lace details on the shoulders."
00618_00.jpg,The dress is a black long-sleeved top with a V-neckline and a turquoise beaded necklace.
00619_00.jpg,"The dress is a white, short-sleeved top with a mesh pattern and a tie-waist design, paired with matching pants."
00621_00.jpg,The dress is a white long-sleeved top paired with blue jeans.
00622_00.jpg,"The dress is a vibrant orange color with a V-neckline and short sleeves, paired with beige pants."
00623_00.jpg,"The dress is a black, short-sleeved, ribbed crop top with a silver zipper at the front and high-waisted blue jeans."
00625_00.jpg,"The dress is a light gray, short-sleeved top with lace trim on the sleeves and bottom hem."
00626_00.jpg,"The dress is a navy blue, long-sleeved blouse with a high neckline and a tie at the front, paired with black pants."
00628_00.jpg,"""Silver sequined tank top with distressed blue jeans."""
00629_00.jpg,"The dress is a color-blocked t-shirt with teal, white, and black sections, paired with light blue jeans."
00630_00.jpg,The dress is a white T-shirt with a pink lighthouse graphic and blue jeans.
00631_00.jpg,"""A black dress adorned with white polka dots, featuring long sleeves and a fitted waist."""
00632_00.jpg,"The dress is a black long-sleeved top with lace sleeves and a front knot, paired with light blue jeans."
00634_00.jpg,The dress is a black long-sleeved t-shirt with a FILA logo on the front.
00635_00.jpg,"The dress is a sleeveless, green V-neck top made of cotton."
00636_00.jpg,The dress is a white Adidas T-shirt with colorful diagonal stripes and black jeans.
00637_00.jpg,The dress is a black Nike crop top and black Nike sweatpants with gold accents.
00638_00.jpg,"The dress is a black Garfield-themed T-shirt with the word ""CATTITUDE"" and Garfield's face embroidered on it, paired with high-waisted black jeans."
00639_00.jpg,The dress is a burnt orange ribbed turtleneck top paired with black velvet pants.
00640_00.jpg,The dress is a floral print long-sleeved jumpsuit with a mock neck and fitted fit.
00642_00.jpg,The dress is a dark green ribbed turtleneck sweater paired with high-waisted black jeans.
00643_00.jpg,The dress is a tan long-sleeved top with gold buttons and silver cargo pants with a belt and pockets.
00646_00.jpg,The dress is a black ribbed long-sleeved top with a choker and yellow high-waisted pants.
00649_00.jpg,"The dress is a white long-sleeved top with ""OBEY"" printed on it and black and white checkered pants."
00650_00.jpg,"The dress is a sleeveless, lime green and white plaid top with a flared hemline."
00651_00.jpg,"The dress is a black, short-sleeved t-shirt with a round neckline and a crew neck."
00652_00.jpg,The dress is a white long-sleeved top with a V-neckline and blue jeans.
00653_00.jpg,The North Face logo is printed on a red T-shirt.
00656_00.jpg,The dress is a white Lee brand T-shirt paired with blue jeans.
00657_00.jpg,The dress is a black long-sleeved top with a cut-out design at the neckline and light blue jeans.
00660_00.jpg,"The dress is a long-sleeved, black, glittery top with a scalloped neckline and ruched sides."
00661_00.jpg,"The dress is a black, long-sleeved, square-neck top paired with a blue denim skirt featuring button details on the front."
00662_00.jpg,The dress is a black long-sleeved top with a plunging neckline and high-waisted blue jeans.
00663_00.jpg,"The dress is a pink T-shirt featuring an illustration of Karl Lagerfeld as a playing card, paired with black pants."
00665_00.jpg,"The dress is a black long-sleeved top with an asymmetrical hemline and a fitted silhouette, paired with a black skirt."
00666_00.jpg,The dress is a white Vans T-shirt paired with yellow striped pants.
00667_00.jpg,"The dress is a sleeveless white blouse with eyelet detailing and gold buttons, paired with olive green pants."
00668_00.jpg,"The dress is a strapless, blue velvet top paired with black pleated pants."
00669_00.jpg,The dress is a navy blue t-shirt and dark blue jeans.
00670_00.jpg,"The dress is a black T-shirt paired with a floral-patterned skirt in red, and white colors."
00671_00.jpg,The dress is a black velvet long-sleeved top with a cut-out design and black leather pants.
00673_00.jpg,The dress is a black floral print top paired with high-waisted blue jeans.
00674_00.jpg,"The dress is a navy blue long-sleeved top with a boat neckline and fitted fit, paired with high-waisted blue jeans."
00675_00.jpg,The dress is a maroon polo shirt with a small red logo on the left chest and maroon pants.
00676_00.jpg,"""A black sleeveless top with a tie front and light blue jeans."""
00677_00.jpg,"The dress is a black t-shirt with ""OBEY"" written on the back in white letters."
00678_00.jpg,The dress is a black turtleneck long-sleeved top paired with light blue jeans.
00679_00.jpg,"The dress is a lime green tube top and matching high-waisted pants, accessorized with a silver chain necklace."
00680_00.jpg,"The dress is a pastel pink, long-sleeved top with a V-neckline and a knot detail at the front."
00681_00.jpg,"The dress is a yellow sleeveless top with ruffled shoulders and gold buttons down the front, paired with white high-waisted jeans."
00682_00.jpg,"The dress is a light purple, short-sleeved t-shirt with a round neckline and a fitted silhouette."
00685_00.jpg,"The dress is a long-sleeved, olive green tie-dye turtleneck top paired with high-waisted, orange-brown jeans."
00686_00.jpg,"The dress is a white sleeveless top with lace trim around the neckline and shoulders, paired with blue jeans."
00687_00.jpg,The dress is a black long-sleeved top with buttons down the front and white striped pants.
00689_00.jpg,"The dress is a floral print camisole top with thin straps and a low back, paired with white high-waisted jeans."
00691_00.jpg,"The dress is a long-sleeved, yellow t-shirt with an embroidered horse logo on the left chest."
00692_00.jpg,The dress is a bright pink T-shirt with white text and blue jeans.
00694_00.jpg,"The dress is a grey long-sleeved polo shirt with black buttons and a small red, white, and blue flag logo on the left chest."
00695_00.jpg,"The dress is an orange floral print top with a V-neckline and short sleeves, paired with black jeans."
00696_00.jpg,"The dress is a black floral print blouse with a tie neck and long sleeves, paired with black leggings."
00697_00.jpg,"""The dress is a long-sleeved, navy blue top with a subtle orange and black floral pattern, paired with a beige skirt."""
00699_00.jpg,The dress is a black t-shirt with silver rhinestone embellishments and leopard print shorts.
00700_00.jpg,"""A navy blue floral-patterned crop top paired with white high-waisted pants."""
00702_00.jpg,The dress is a mustard yellow sleeveless top with a geometric pattern and matching leggings.
00704_00.jpg,"The dress is a green, long-sleeved top with a boat neckline and black pants underneath."
00706_00.jpg,"The dress is a red, long-sleeved blouse with a deep V-neckline and black pencil skirt."
00707_00.jpg,"The dress is a cream-colored, short-sleeved, knitted top with a V-neckline and a belt at the waist."
00708_00.jpg,"The dress is a white blouse with a V-neckline and 3/4 sleeves, paired with black and white striped pants."
00710_00.jpg,The dress is a black sleeveless top and light blue jeans with distressed details.
00711_00.jpg,The dress is a black and yellow leopard print skirt with a graphic tee underneath featuring a silhouette of a person.
00712_00.jpg,The dress is a navy blue sleeveless top with a scoop neckline and fitted fit.
00715_00.jpg,The dress is a white V-neck T-shirt with colorful polka dots and blue jeans.
00716_00.jpg,The dress is a blue floral print off-shoulder top with ruffled sleeves and blue jeans.
00717_00.jpg,The dress is a teal blue long-sleeved top paired with plaid pants featuring a black belt and a large buckle.
00718_00.jpg,The dress is an olive green long-sleeved top paired with black drawstring pants.
00719_00.jpg,The dress is a navy blue spaghetti strap top with lace detailing and a pleated black skirt.
00720_00.jpg,"The dress is a sleeveless top with a patchwork design featuring pink, purple, and blue colors, paired with cream-colored pants."
00721_00.jpg,The dress is a mustard yellow long-sleeved top with ribbed texture and blue jeans.
00722_00.jpg,The dress is a black bodysuit with sheer sleeves and an orange skirt adorned with silver buttons.
00724_00.jpg,"The dress is a sleeveless, red blouse with lace detailing on the neckline and shoulders."
00726_00.jpg,The dress is a black Versace Jeans Couture T-shirt paired with a white denim mini skirt featuring gold buttons and a frayed hemline.
00727_00.jpg,"The dress is a black t-shirt with white stripes and the word ""Fila"" printed on it, paired with black pants."
00728_00.jpg,The dress is a mint green Polo T-shirt paired with white shorts.
00730_00.jpg,"""A green spaghetti strap dress with lace trim and buttons down the front."""
00731_00.jpg,"The dress is a white T-shirt featuring a black and white bulldog graphic and the word ""DOGUE"" in bold letters."
00733_00.jpg,"The dress is a black, short-sleeved, mesh top with a V-neckline and a gold belt featuring circular metal rings."
00735_00.jpg,The dress is a black t-shirt with cargo pants and a belt.
00738_00.jpg,"The dress is a long-sleeved, navy blue and white polka dot top paired with beige pants."
00741_00.jpg,"""A black floral dress with red and pink flowers, featuring a deep V-neckline and long sleeves."""
00742_00.jpg,"The dress is a sleeveless, white blouse with intricate lace detailing at the neckline and hemline."
00743_00.jpg,"The dress is a long-sleeved, black and white striped shirt with a Superdry Premium Brand logo on the front, paired with high-waisted blue jeans."
00744_00.jpg,The dress is a yellow blouse with a floral pattern and short sleeves.
00745_00.jpg,The dress is a black lace top with a leopard print skirt featuring a silver zipper.
00746_00.jpg,The dress is a camouflage patterned crop top and sweatpants set by ellesse.
00747_00.jpg,"The dress is a bright orange, short-sleeved t-shirt with a V-neckline and a textured pattern."
00748_00.jpg,The dress is a white long-sleeved turtleneck top.
00749_00.jpg,The dress is a mustard yellow sleeveless top with a V-neckline and white jeans.
00750_00.jpg,"The dress is a long-sleeved, deep V-neck top in a heathered blue denim pattern."
00751_00.jpg,The dress is a white long-sleeved top paired with black trousers.
00752_00.jpg,"The dress is a blue, long-sleeved top with ruched details on the sides and a fitted waistline."
00753_00.jpg,"The dress is a black long-sleeved top with a mock neck and fitted sleeves, paired with high-waisted dark jeans featuring button fly closure and front pockets."
00754_00.jpg,"The dress is a white, short-sleeved top with a V-neckline and a front knot, paired with matching pants."
00755_00.jpg,The dress is a green short-sleeved top with a mock neck and black pants.
00756_00.jpg,The dress is a green short-sleeved top with a mock neck and black pants.
00757_00.jpg,"The dress is a pastel pink, short-sleeved top with a scoop neckline and white high-waisted jeans."
00758_00.jpg,The dress is a black short-sleeved top with a V-neckline and a floral pattern in white and yellow.
00759_00.jpg,"The dress is a green, short-sleeved t-shirt with a crew neckline and a relaxed fit."
00761_00.jpg,The dress is a black long-sleeved top with a square neckline and olive green high-waisted trousers.
00763_00.jpg,"The dress is a white, short-sleeved, V-neck T-shirt."
00764_00.jpg,The dress is a vibrant pink blouse paired with a plaid skirt.
00766_00.jpg,"The dress is a black T-shirt with floral designs and the text ""MON AMOUR POUR TOI"" printed on it."
00767_00.jpg,The dress is a black lace peplum top with long sleeves and a fitted skirt.
00769_00.jpg,The dress is a navy blue long-sleeved blouse with a front knot and black pants.
00770_00.jpg,The dress is a white long-sleeved T-shirt with a small colorful graphic on the left chest area and olive-green cargo pants.
00771_00.jpg,The dress is a teal long-sleeved top with buttons down the front and black pants.
00772_00.jpg,The dress is a white Guess T-shirt paired with a red and white pleated skirt.
00773_00.jpg,"A white t-shirt with black text and graphics, paired with black high-waisted trousers with a tie belt."
00774_00.jpg,The dress is a red one-shoulder top with a draped front and black pants.
00775_00.jpg,The dress is a black sleeveless top with a lace collar and a black belt with silver buckles.
00776_00.jpg,The dress is a black lace top with a black turtleneck and plaid pants.
00777_00.jpg,The dress is a black T-shirt featuring a rhinestone Karl Lagerfeld logo and black leather pants.
00778_00.jpg,"""A sleeveless, ribbed knit top with a gradient color from white to pink, paired with white pants."""
00779_00.jpg,The dress is a leopard print long-sleeved top with a square neckline and blue jeans.
00780_00.jpg,"The dress is a blue, sparkly, sleeveless top with a square neckline and black pants underneath."
00783_00.jpg,The dress is a brown satin spaghetti strap top with a front tie and black high-waisted jeans.
00784_00.jpg,The dress is a white tank top paired with light blue jeans.
00786_00.jpg,"The dress is a red, zebra-printed top with a boat neckline and short sleeves, paired with white high-waisted pants."
00787_00.jpg,The dress is a black spaghetti strap top with lace trim and light blue jeans.
00791_00.jpg,The dress is a mustard yellow long-sleeved top with a fitted silhouette and a cowl neckline.
00792_00.jpg,"""The dress is a white and green striped short-sleeved blouse."""
00793_00.jpg,The dress is a navy blue T-shirt with orange text and black pants.
00794_00.jpg,"The dress is a navy blue polo shirt with short sleeves and white buttons, paired with plaid pants."
00795_00.jpg,The dress is a neon green top with puffed sleeves and white pants.
00796_00.jpg,The dress is a black spaghetti strap top paired with teal floral print pants.
00797_00.jpg,A black blouse with yellow floral patterns and ruffled cuffs.
00798_00.jpg,"The dress is a black sleeveless top with a high neckline and fitted fit, paired with blue jeans."
00799_00.jpg,"The dress is a black, sleeveless romper with a ruffled waist and a flared skirt."
00800_00.jpg,The dress is a green t-shirt with white wave designs on the sleeves and a silver pendant necklace.
00801_00.jpg,The dress is a maroon sequined tank top paired with distressed blue jeans.
00803_00.jpg,"The dress is a navy blue long-sleeved shirt featuring a snowman graphic and the text ""Let It Snow""."
00804_00.jpg,"""The dress is a cream-colored, sleeveless knit mini dress with a square neckline and tassel trim at the bottom."""
00805_00.jpg,The dress is a green Tommy Sport T-shirt with a white and red logo on the chest.
00806_00.jpg,"""A pink cardigan with lace trim and button details."""
00807_00.jpg,The dress is a white long-sleeved top with a round neckline and blue jeans.
00808_00.jpg,"The dress is a white T-shirt with red text and blue trim, paired with blue jeans."
00810_00.jpg,The dress is a white t-shirt with a small red logo on the left chest area.
00811_00.jpg,"""Peach-colored long-sleeved sweatshirt with a sunset graphic and light blue jeans."""
00812_00.jpg,The dress is a black long-sleeved top with a bow at the neckline and a leopard print skirt.
00813_00.jpg,The dress is a white long-sleeved top with a boat neckline and blue jeans.
00815_00.jpg,"The dress is a sleeveless, pastel pink crop top with black trim and a logo on the left side."
00816_00.jpg,"The dress is a fitted, short-sleeved, white t-shirt with a V-neckline and black high-waisted jeans."
00817_00.jpg,The dress is a black long-sleeved top with a scoop neckline and high-waisted jeans.
00818_00.jpg,"The dress is a white t-shirt with the word ""LOVE"" written on it in colorful sequins."
00819_00.jpg,"The dress is a white long-sleeved top with red stripes on the sleeves and neckline, paired with dark blue jeans."
